original_text,decoded_text
"캐나다산),","나다),"
※,
(25kcal),(25kcal)
유통기한,유기한
일일섭취,일일
제품과,제과
시,시
"전복,","전,"
본,
동봉된,동
전문가와,전문가와
X,X
까지,지
"프로폴리스추출물,","로리스,"
220mg,220mg
를,를
DHA의,DHA의
분,
글리세린지,리지
있으므로,있으로
유통기한,유기한
않도록,도
이런,이
섭취하시기,하시기
대한,대한
실리,리
1일,1일
제품은,제은
하루,하
Fish,Fish
전,전
:,:
"용기(HDPE),","기(HDPE),"
닿지,지
11001-3호,11001-3
엽산,
A,A
제품은,제은
건강,
·,·
반품,
[비타민C],[비민C]
서초구,서구
섭취,
간혹,
함량],]
및,
고온다습한,고다한
X,X
제품은,제은
:,:
제품명,제
이상이,이상이
매일유업(주),일유업(주)
있는,있는
위한,위한
있는,있는
및,
하여,하
SERY,SERY
:,:
제조번호,제
"복,",","
[비타민C],[비민C]
또는,는
비우리카노,비우리
간편한,한
DHA의,DHA의
이상사례,이상사
품질관리를,리를
"조개류(굴,","개(,"
알루미늄,미
[비타민A],[비민A]
고시,고시
HCA,HCA
의해,의해
위한,위한
정제,정제
사용한,사한
"금류),","),"
잣을,을
:,:
후,
함유,유
유아,유아
"0mg(0%),","0mg(0%),"
내포장재질,내장재
1일,1일
"비타민B6,","비민B6,"
제품의,제의
(주),(주)
교환,교
개봉,개
"조개류(굴,","개(,"
[아연],[아연]
충북,
섭취하시기,하시기
분쟁해결기준에,해기에
개선에,개선에
·,·
805915,805915
섭취방법,방
영양,
마시고,마시고
:,:
"새우,","우,"
0%,0%
확인하실,인하
2),2)
후,
:,:
뒷면을,면을
공정거래위원회,공정위원
/,/
수,수
곳,
미니캡슐,미니
오메가,오가
미세,미
유용한,유한
"특정질환,","정,"
"(57%),","(57%),"
"석류농축분말,",","
까지,지
총,
더존,
비,비
보호하는데,보하는
위생적으로,위생적으로
공복에,공에
기능식품,기식
비타민,비민
섭취를,를
"295,","295,"
개인의,개인의
:,:
:,:
후,
알레르기,기
을,을
포장재질,장재
의해,의해
1%,1%
돼지고기,지고기
장재질,장재
감소,소
이,이
신장,신장
칡농축액(칡:,(:
"1회,","1,"
다.,다.
주의사항],주의사]
CANADA,CANADA
200%,200%
제조원,제원
하는데,하는
"한천,","한천,"
에너지,에지
곳에,에
기능식품,기식
건강에,에
잣을,을
식품이력추적등록,식이적
제품은,제은
"탄수화물,","수화,"
"고등어,","고어,"
5mg,5mg
유통전문,유전문
비타민,비민
섭취,
주시기,주시기
치료를,를
건강기능식품,기식
개봉,개
추정사례,정사
사용한,사한
함께,
건강에,에
곳에,에
및,
폴리에틸렌),리에)
섭취량,
는,는
수,수
복부팽만,부만
있습니다.,있니다.
생선콜라겐,생선라
1일,1일
1회,1
제천시,제천시
함유유지,유유지
건강기능식품의,기식의
■,■
0g,0g
"토코페롤,","토,"
본,
패키지,지
제조,제
135%,135%
402413,402413
[원료명,[원
치료를,를
[1포(30g),[1(30g)
구입처,구
줄,
·,·
R,R
아래,아
무첨가,가
복,
건강기능식품,기식
"새우,","우,"
·,·
·,·
"메밀,",","
0g,0g
216,216
연산삼나트륨,연나트
및,
건강,
비타민A,비민A
·,·
코스맥스엔비티(주),스스비(주)
부문,부문
직사광선을,사선을
음성군,성
경우,경우
조개류,개
500mg,500mg
추출물,
직사광선,사선
:,:
전,전
46),46)
는,는
필요,요
피하시기,하시기
1일,1일
:,:
까지,지
0%,0%
성장과,성장과
:,:
구입처,구
또는,는
"젤라틴(우피),","라(우),"
오손된,오
"홍삼농축액(6년근,","(6년,"
청원산단5길,원단5
1캡슐을,1을
근육,
이아신,이아신
보상받을,보상을
"보리,","보리,"
정상으로,정상으로
2101300,2101300
▼,▼
기능식품,기식
제조번호,제
"병풀추출물분말,",","
"필요,","요,"
수치는,수는
"비타민B2,","비민B2,"
및,
32%,32%
"오징어,","오어,"
"이산화규소,","이화소,"
■,■
건강기능식품,기식
:,:
섭취방법,방
10kcal,10kcal
걸리거나,리나
영양성분기준치,성기
●,●
[비타민B6],[비민B6]
:,:
등)],)]
방법을,방을
"새우,","우,"
필요,요
정상,정상
수치는,수는
의사와,의사와
줄,
흡연자는,연자는
구입처,구
특,
서울특별시,서시
1일,1일
"심황색소,","소,"
보관하십시오.,보하시오.
유지에,유지에
에,에
[비타민,[비민
%,%
환불받을,을
담양읍,
이상사례,이상사
비타민B2,비민B2
주의,주의
1일,1일
눈을,을
당,
【내포장재질】,내장재
[1일,[1일
및,
보호하는데,보하는
섭취를,를
분,
100%,100%
:,:
"대두레시틴,","대시,"
흡수되고,수고
기능식품,기식
이상,이상
피부,부
"1.4mg(100%),","1.4mg(100%),"
연질캡슐은,연은
[원재료명,[원재
목에,에
·,·
30회,30
※,
및,
개인에,개인에
:,:
산부,부
정상적인,정상적인
함량,
ccm,ccm
있으므로,있으로
사용한,사한
본,
제조업소,제업소
후,
*캡슐기제,*기제
중단,중단
점막을,을
"에리스리톨,","에리스리,"
보관하십시오.,보하시오.
"1회,","1,"
위한,위한
단백질,단
(주)유유헬스케어,(주)유유스어
"미국산),","미국),"
GMP,GMP
:,:
이,이
생,생
다른,다
주의사항,주의사
·,·
흡습되지,지
캡슐기제,기제
봉,
:,:
[비타민B6],[비민B6]
바렉스,스
수,수
()안의,()안의
"breve,","breve,"
수,수
폴리에틸렌(PE),리에(PE)
교환,교
락토바실루스,토스
8,8
반품이,이
타서,서
본,
다를,다를
식물성,식성
않는,는
(주)함소아제약,(주)소아제
섭취량,
"린,",","
이상사례,이상사
생,생
관리해주는,리해주는
줄,
합,
함량],]
당류,
종이팩,이
않는,는
3,3
급속,
반드시,드시
섭취를,를
:,:
퍼틸리티,리
의거,의
2023.05.03,2023.05.03
주시기,주시기
섭취하십시오.,하시오.
곳에,에
:,:
HAMSOA,HAMSOA
있거나,있나
1일,1일
●,●
칼슘흡수,수
서초구,서구
열량,
작용을,을
바랍니다.,니다.
"99,000원","99,000원"
건강기능식품,기식
칼슘과,과
정상,정상
60정),60정)
809226,809226
판매가격,가
"생강),","생),"
MADE,MADE
"프로테아제,","로아제,"
섭취방법,방
상의하십시오.,상의하시오.
는데,는
흡습이,이
X,X
12,12
X,X
"아라비아검,","아라비아,"
함유,유
유통기한,유기한
과다,과다
PE,PE
탄수화물,수화
본,
을,을
"메밀,",","
1일,1일
변할,할
내용,내
비타민E,비민E
제품은,제은
1캡,1
섭취,
"(0%),","(0%),"
감마리놀렌산,마리
1회,1
있습니다.,있니다.
:,:
:,:
중성지질,중성지
:,:
경우,경우
멜라민,라민
및,
시,시
【보관방법】,보방
0%,0%
의약품,의
"쇠고기,","고기,"
이상사례,이상사
제품,제
보관하십시오.,보하시오.
%,%
알로에겔분말,로에
1회,1
3.,3.
"복숭아,","아,"
전문가와,전문가와
경우,경우
보호하는데,보하는
·,·
2101125,2101125
고시,고시
주의사항],주의사]
위한,위한
항산화,화
섭취량,
0g,0g
·,·
받을,을
※,
1.8mg,1.8mg
"시,","시,"
인삼공사,인공사
비타민D,비민D
R,R
영유아,유아
·,·
"호두,",","
내포장재,내장재
"비타민C,","비민C,"
폴리에틸렌,리에
"메밀,",","
되었을,었을
및,
"1회,","1,"
오창읍,오
또는,는
합니다.,니다.
발생,생
GMP,GMP
콜레스테롤,스
힘들게,들게
위험이,위이
"0g(0%),","0g(0%),"
"베트남산),","트남),"
말토덱스트린혼,토스트
건강기능식품,기식
경우에는,경우에는
판매원,원
080-596-,080-596-
개봉,개
보관하십시오.,보하시오.
:,:
분량,
55㎍,55μg
등에서,에서
LDPE(뚜껑),LDPE()
1일,1일
교환장소,교장소
중성지질,중성지
추출물,
분쟁해결기준에,해기에
제품은,제은
나트륨,나트
연골의,연의
"섭취량,",","
2케이스],2이스]
필요,요
바랍니다.,니다.
유통기한,유기한
형성에,성에
-,-
정보를,정보를
건강기능식품,기식
표시되지,시지
주의하십시오.,주의하시오.
복숭,
대한,대한
닿지,지
eye,eye
확인하실,인하
"포도향(합성향료),","도(성),"
하고,하고
여,
0g,0g
※,
"전복,","전,"
경과된,경과
)안의,)안의
있으니,있으니
60,60
함께,
"등),","),"
총,
:,:
말(맥아,(아
표시되지,시지
혈중,중
"(91%),","(91%),"
비타민,비민
염려되는,는
원료명을,원을
지질,지
법을,을
"30포(2,100mL)","30(2,100mL)"
"(50%),","(50%),"
시,시
및,
의거,의
품질에는,에는
청결하고,하고
교환],교]
자미에슨은,자미에은
·,·
식품입니다.,식니다.
판매금지],지]
수,수
번호,
7종,7
함유,유
판토텐산],토]
-,-
또는,는
없으니,으니
함부로,부로
흥덕구,구
캡,
영등포구,구
횡성군,성
1577-2488,1577-2488
0mg,0mg
비율임.,비.
·,·
혈중,중
자몽,자
또는,는
고,고
함유,유
"알레르기,","기,"
※,
│,
알루미,미
중단하고,중단하고
곳을,을
건강을,을
의해,의해
파주시,주시
활성에,성에
탄수화물,수화
YOUNG,YOUNG
고시,고시
측면,면
60정(60g),60정(60g)
식품의,식의
레스테롤,스
흘러나올,나
/,/
당,
"변질,",","
건강기능식품,기식
후,
30,30
및,
및,
4.5mg,4.5mg
이,이
고칼슘혈증이,고이
"(비오틴,","(비오,"
있습니다.,있니다.
"복통,",","
"히알루론산,",","
＋제조번호],+제]
닿지,지
20mg,20mg
종근당건강,
시,시
유통기한,유기한
"지고기,","지고기,"
[유통기한],[유기한]
"포함),","),"
및,
0%,0%
손이,이
섭취량,
YOUR,YOUR
확,
피부와,부와
비타민C,비민C
"70%,","70%,"
333%,333%
이,이
1일,1일
수,수
섭취량,
교환,교
[소비자상담실],[소비자상]
계란(난,계(
지표성분,지성
원료까지,원지
"탄수화물,","수화,"
"게,","게,"
탄탄하게,하게
기준,기
혈압강하제,하제
법을,을
·,·
"쇠고기,","고기,"
0%,0%
2.9g,2.9g
식품의약품안전처,식의안전
제조가공한,제가공한
(6g),(6g)
확인,인
※,
필요,요
500mg,500mg
및,
권장섭취량,장
·,·
806002,806002
"이산화규소,","이화소,"
이,이
캡슐기제,기제
피로케어,로어
(주)헬스인풋,(주)스인
불순이나,이나
섭취하십시오.,하시오.
충북,
"(콜레칼시페롤),","(시),"
유통기한,유기한
기능식품,기식
수,수
전문가와,전문가와
"helveticus,","helveticus,"
발생,생
1회,1
칼슘,
섭취방법],방]
생길,생
어린이는,어이는
plant-,plant-
오손된,오
사용한,사한
넣지,지
【소비자,소비자
호모,
:,:
전문제조원,전문제원
:,:
가진,가진
연구단지로,연구단지로
11mg,11mg
고객상담실로,고상로
Hav'eat,Hav'eat
1일,1일
IDCC,IDCC
"젤라틴,","라,"
구,구
경우에는,경우에는
"젤라틴,","라,"
섭취량,
섭취하십시오.,하시오.
"게,","게,"
DHA,DHA
"탄산칼슘,",","
도움을,도을
곳에서,에서
Milk,Milk
상담하십시오.,상하시오.
이런,이
부,부
대한,대한
"조개류(굴,","개(,"
이상이,이상이
[셀레늄],[]
[소비자상담실],[소비자상]
본,
본,
기준치,기
같은,은
"메밀,",","
수,수
"오징어,","오어,"
열량,
경우,경우
"등),","),"
"바라며,","라,"
상선,상선
"전복,","전,"
"메밀,",","
모유,유
않는,는
건강기능식품,기식
섭취량,
F,F
하단의,하단의
줄,
sinetrol,sinetrol
CANADA,CANADA
Nature's,Nature's
수,수
나타낼,나
필요,요
및,
"(야자경화유),","(야자경화유),"
"0mg(0%),","0mg(0%),"
"2,000kcal","2,000kcal"
도움을,도을
카라기,라기
"0086,","0086,"
earth,earth
HWA,HWA
흡수되고,수고
"아황산류,","아,"
"고등어,","고어,"
"국산),","국),"
"대두유),","대유),"
바디에너징,에
[색상],[상]
함유,유
·,·
수,수
함께,
함량,
따라,라
스틱,스
상경로,상경로
내산길,내
807001,807001
acid,acid
상담하시기,상하시기
중단하고,중단하고
흥덕,
Rg3의합,Rg3의
"덱스트린/미국산),","스트/미국),"
질병의,의
1회,1
있습니다.,있니다.
포함)를,)를
1544-6335,1544-6335
내용량,내
X,X
함량,
02-508-5700,02-508-5700
"항혈소판제,","소제,"
비피도박테리움,비도리
3000,3000
Traceability,Traceability
개봉,개
등을,을
엽산,
주십시오.,주시오.
일부호,일부
(250%),(250%)
그린커피빈,그
교환,교
"땅콩,",","
않는,는
유해균,유해
성분을,성을
사용한,사한
기도,기도
2,2
상쾌한,상한
세포와,와
섭취,
"RE(100%),","RE(100%),"
안,안
잣,
섭취량,
0%,0%
제품과,제과
섭취하십시오.,하시오.
경과된,경과
1577-24,1577-24
1회,1
(주)서흥,(주)서
제품에,제에
상담하십시오.,상하시오.
:,:
영양정보,정보
이,이
대사와,대사와
"0호,","0,"
않는,는
도움을,도을
영양,
함량,
호르몬의,의
있습니다.,있니다.
따라,라
분은,은
0g,0g
김포시,김시
발생할,생할
건강,
금지,지
1일,1일
섭취를,를
예방,방
1일,1일
"글리세린,","리,"
형성과,성과
폴리에틸렌(PE),리에(PE)
"우유,","우유,"
3,3
옥수수전분,수수전
건강한,한
체질의,의
제조,제
주시기,주시기
않는,는
줄,
관절건강을,을
()안의,()안의
증이,이
필요하신,요하신
아연,아연
탄수화물,수화
유지하는데,유지하는
1.,1.
1g,1g
·,·
11종,11
줄,
1일,1일
1일,1일
및,
등은,은
마그네슘,마그
·,·
제품과,제과
특히6세,6
나트륨,나트
수준을,수을
닿지,지
0g,0g
주의하시기,주의하시기
제품은,제은
섭취량:,:
1일,1일
받지,지
및,
:,:
공단1길,공단1
1800-4414,1800-4414
시,시
섭취량,
"[덱스트린,","[스트,"
"전복,","전,"
전문가,전문가
1일,1일
여부를,부를
당,
위한,위한
※,
섭취량,
대소원면,대소원면
줄,
:,:
"기름,","기,"
·,·
비자,비자
가진,가진
조개,개
이상반응이,이상이
[비타민A],[비민A]
읍,
섭취,
제품은,제은
원재,원재
"땅콩,",","
보호하는데,보하는
당,
Probiotin,Probiotin
개봉,개
경우,경우
에너지,에지
"(박하향),","(하),"
1회,1
식후,식
청주시,주시
[보관방법],[보방]
[비타민A],[비민A]
비타민B12,비민B12
의약품이,의이
시,시
입지,지
코엔자임Q10,자Q10
본,
섭취하시기,하시기
CENOVIS,CENOVIS
하십시오.,하시오.
공정,공정
수분,수
바랍니다.,니다.
"1회,","1,"
기능에는,기에는
상을,상을
있습니다.,있니다.
2.5g,2.5g
(5g,(5g
"과산,","과,"
카제이),제이)
·,·
"프락토올리고당,","토리고,"
ULTRA,ULTRA
지방,지방
"정제수,","정제수,"
건강,
사례,사
있으므로,있으로
및,
"산화아연,","화아연,"
섭취하십시오.,하시오.
1일,1일
증식,식
구입처,구
가산디지털2로,가지2로
원활,원
원료를,원를
확인한,인한
제품은,제은
시,시
1일,1일
어린,어
하루,하
줌,
"뚜껑(PP),","(PP),"
"전복,","전,"
개인의,개인의
"글리세린,","리,"
슐을,을
"고온,","고,"
"D-소비톨액,","D-소비,"
것은,것은
1.4mg(100,1.4mg(100
+,+
1544-6335,1544-6335
"1,071%","1,071%"
"밀,",","
원료를,원를
하십시오.,하시오.
기능식품,기식
나타나는,나나는
*캡슐기제,*기제
열량,
유지하는데,유지하는
유통기한,유기한
제품은,제은
"섭취량,",","
Fullvita,Fullvita
보상,보상
직사광선을,사선을
개선,개선
FISH,FISH
"아니며,","아니,"
개별포장,개장
Fytexia사,Fytexia사
효,
삼원빌딩,원
[보존,[보
"D-소비톨액,","D-소비,"
2%,2%
헴철(철로써,(로
기능성을,기성을
·,·
제조,제
글,
하시는,하시는
"변성전분,","성전,"
(-)-Hyd,(-)-Hyd
하여,하
구입처,구
및,
소비자,소비자
정보를,정보를
·,·
[내포장재질],[내장재]
※,
"스산),","스),"
오송읍,오
"아황산류,","아,"
에,에
줄,
또는,는
제조,제
30정(27g),30정(27g)
2000242,2000242
:,:
혈액,
X,X
사항은,사은
14포,14
:,:
기한,기한
및,
0%,0%
교환,교
보관,보
수,수
주의사항,주의사
유통기한,유기한
"1g(0%),","1g(0%),"
필요,요
·,·
:,:
"대두,","대,"
형성과,성과
제조하고,제하고
영양,
후,
애터미(주),미(주)
:,:
및,
남대문로,남대문로
/,/
˙,̇
"트린, ","트,"
데우,우
1일,1일
BEST,BEST
충북,
이상사례,이상사
어린이의,어이의
☎,
제품은,제은
위한,위한
성분을,성을
비타민A,비민A
개선에,개선에
"메밀,",","
원활,원
809240,809240
